date,index
2017-02-28,100
2017-03-01,102.93
2017-03-02,108.62
2017-03-03,108.78
2017-03-04,108.82666666666667
2017-03-05,108.87333333333333
2017-03-06,108.92
2017-03-07,105.78
2017-03-08,98.74
2017-03-09,102.54
2017-03-10,109.4
2017-03-11,109.83333333333334
2017-03-12,110.26666666666667
2017-03-13,110.7
2017-03-14,111.7
2017-03-15,114.09
2017-03-16,111.46
2017-03-17,109.48
2017-03-18,106.95666666666666
2017-03-19,104.43333333333334
2017-03-20,101.91
2017-03-21,107.3
2017-03-22,99.19
2017-03-23,101.76
2017-03-24,100.31
2017-03-25,101.23666666666666
2017-03-26,102.16333333333334
2017-03-27,103.09
2017-03-28,104.05
2017-03-29,106.15
2017-03-30,106.15
2017-03-31,109.15
2017-04-01,110.68666666666667
2017-04-02,112.22333333333334
2017-04-03,113.76
2017-04-04,113.43
2017-04-05,113.31
2017-04-06,115.52
2017-04-07,116.33
2017-04-08,116.80333333333333
2017-04-09,117.27666666666667
2017-04-10,117.75
2017-04-11,118.68
2017-04-12,120.08
2017-04-13,118.2
2017-04-14,118.24
2017-04-15,118.56
2017-04-16,118.88
2017-04-17,119.2
2017-04-18,120.44
2017-04-19,120.71
2017-04-20,122.56
2017-04-21,124.04
2017-04-22,124.79
2017-04-23,125.54
2017-04-24,126.29
2017-04-25,128.6
2017-04-26,132.32
2017-04-27,137.65
2017-04-28,139.85
2017-04-29,143.96666666666667
2017-04-30,148.08333333333331
2017-05-01,152.2
2017-05-02,156.61
2017-05-03,161.45
2017-05-04,173.29
2017-05-05,173.58
2017-05-06,178.29333333333335
2017-05-07,183.00666666666666
2017-05-08,187.72
2017-05-09,193.03
2017-05-10,197.39
2017-05-11,201.86
2017-05-12,187.52
2017-05-13,190.49666666666667
2017-05-14,193.47333333333333
2017-05-15,196.45
2017-05-16,204.29
2017-05-17,214.71
2017-05-18,218.53
2017-05-19,232.03
2017-05-20,243.53666666666666
2017-05-21,255.04333333333335
2017-05-22,266.55
2017-05-23,274.66
2017-05-24,304.11
2017-05-25,293.57
2017-05-26,280.52
2017-05-27,283.62666666666667
2017-05-28,286.7333333333333
2017-05-29,289.84
2017-05-30,288.63
2017-05-31,301.19
2017-06-01,310.27
2017-06-02,310.61
2017-06-03,321.3933333333333
2017-06-04,332.1766666666667
2017-06-05,342.96
2017-06-06,361.57
2017-06-07,357.89
2017-06-08,353.02
2017-06-09,368.16
2017-06-10,369.84333333333336
2017-06-11,371.52666666666664
2017-06-12,373.21
2017-06-13,407.63
2017-06-14,381.38
2017-06-15,342.41
2017-06-16,374.46
2017-06-17,378.01666666666665
2017-06-18,381.5733333333333
2017-06-19,385.13
2017-06-20,400.52
2017-06-21,367.49
2017-06-22,380.13
2017-06-23,385.73
2017-06-24,357.29
2017-06-25,328.85
2017-06-26,300.41
2017-06-27,324.84
2017-06-28,363.23
2017-06-29,357.18
2017-06-30,346.46
2017-07-01,346.6633333333333
2017-07-02,346.8666666666667
2017-07-03,347.07
2017-07-04,346.75
2017-07-05,351.78
2017-07-06,346.45
2017-07-07,329.87
2017-07-08,320.87333333333333
2017-07-09,311.87666666666667
2017-07-10,302.88
2017-07-11,277.82
2017-07-12,304.03
2017-07-13,288.54
2017-07-14,274.03
2017-07-15,269.4833333333333
2017-07-16,264.93666666666667
2017-07-17,260.39
2017-07-18,303.56
2017-07-19,273.71
2017-07-20,323.81
2017-07-21,318.71
2017-07-22,324.86
2017-07-23,331.01
2017-07-24,337.16
2017-07-25,298.92
2017-07-26,298.55
2017-07-27,306.7
2017-07-28,314.64
2017-07-29,317.75666666666666
2017-07-30,320.87333333333333
2017-07-31,323.99
2017-08-01,334.22
2017-08-02,325.19
2017-08-03,335.28
2017-08-04,336.76
2017-08-05,356.6433333333333
2017-08-06,376.5266666666667
2017-08-07,396.41
2017-08-08,414.38
2017-08-09,407
2017-08-10,417.06
2017-08-11,422.81
2017-08-12,437.4433333333333
2017-08-13,452.07666666666665
2017-08-14,466.71
2017-08-15,445.99
2017-08-16,472.06
2017-08-17,472.43
2017-08-18,456.39
2017-08-19,459.99333333333334
2017-08-20,463.59666666666664
2017-08-21,467.2
2017-08-22,472.06
2017-08-23,475.95
2017-08-24,487.15
2017-08-25,494.11
2017-08-26,499.2166666666667
2017-08-27,504.3233333333333
2017-08-28,509.43
2017-08-29,538.08
2017-08-30,542.06
2017-08-31,560.73
2017-09-01,580.74
2017-09-02,557.9033333333333
2017-09-03,535.0666666666667
2017-09-04,512.23
2017-09-05,511.58
2017-09-06,533.95
2017-09-07,531.19
2017-09-08,478.62
2017-09-09,478.43333333333334
2017-09-10,478.24666666666667
2017-09-11,478.06
2017-09-12,475
2017-09-13,435.93
2017-09-14,377.69
2017-09-15,418.05
2017-09-16,430.89
2017-09-17,443.73
2017-09-18,456.57
2017-09-19,443.7
2017-09-20,448.18
2017-09-21,408.48
2017-09-22,406.33
2017-09-23,420.3566666666667
2017-09-24,434.3833333333333
2017-09-25,448.41
2017-09-26,445.69
2017-09-27,476.28
2017-09-28,469.13
2017-09-29,466.01
2017-09-30,471.78
2017-10-01,477.55
2017-10-02,483.32
2017-10-03,469.5
2017-10-04,465.19
2017-10-05,479.89
2017-10-06,481.09
2017-10-07,489.25666666666666
2017-10-08,497.4233333333333
2017-10-09,505.59
2017-10-10,516.28
2017-10-11,516.52
2017-10-12,548.77
2017-10-13,577.14
2017-10-14,582.6933333333333
2017-10-15,588.2466666666667
2017-10-16,593.8
2017-10-17,580.24
2017-10-18,552.37
2017-10-19,571.49
2017-10-20,600.36
2017-10-21,592.8833333333333
2017-10-22,585.4066666666666
2017-10-23,577.93
2017-10-24,574.24
2017-10-25,566.62
2017-10-26,581.93
2017-10-27,572.09
2017-10-28,581.3566666666667
2017-10-29,590.6233333333333
2017-10-30,599.89
2017-10-31,617.94
2017-11-01,630.71
2017-11-02,652.73
2017-11-03,680.62
2017-11-04,676.4366666666667
2017-11-05,672.2533333333333
2017-11-06,668.07
2017-11-07,661.63
2017-11-08,692.3
2017-11-09,692.68
2017-11-10,624.29
2017-11-11,627.8466666666667
2017-11-12,631.4033333333333
2017-11-13,634.96
2017-11-14,662.15
2017-11-15,699.71
2017-11-16,738.64
2017-11-17,735.21
2017-11-18,754.1
2017-11-19,772.99
2017-11-20,791.88
2017-11-21,793.32
2017-11-22,794.39
2017-11-23,813.44
2017-11-24,829.86
2017-11-25,868.9533333333334
2017-11-26,908.0466666666666
2017-11-27,947.14
2017-11-28,968.17
2017-11-29,916.27
2017-11-30,924.09
2017-12-01,1038.17
2017-12-02,1055.3466666666668
2017-12-03,1072.5233333333333
2017-12-04,1089.7
2017-12-05,1113.49
2017-12-06,1204.26
2017-12-07,1357.41
2017-12-08,1333.98
2017-12-09,1396.6333333333334
2017-12-10,1459.2866666666666
2017-12-11,1521.94
2017-12-12,1590
2017-12-13,1580.85
2017-12-14,1620.36
2017-12-15,1724.49
2017-12-16,1778.9366666666667
2017-12-17,1833.3833333333332
2017-12-18,1887.83
2017-12-19,1912.02
2017-12-20,1862.2
2017-12-21,1732.11
2017-12-22,1622.23
2017-12-23,1619.1733333333334
2017-12-24,1616.1166666666666
2017-12-25,1613.06
2017-12-26,1767.29
2017-12-27,1691.21
2017-12-28,1606.25
2017-12-29,1705.03
2017-12-30,1687.82
2017-12-31,1670.6100000000001
2018-01-01,1653.4
2018-01-02,1855.82
2018-01-03,1935.2
2018-01-04,1931.22
2018-01-05,2040.07
2018-01-06,2027.4766666666667
2018-01-07,2014.8833333333332
2018-01-08,2002.29
2018-01-09,2007.11
2018-01-10,1998.17
2018-01-11,1869.58
2018-01-12,1946.63
2018-01-13,1943.23
2018-01-14,1939.8300000000002
2018-01-15,1936.43
2018-01-16,1489.09
2018-01-17,1461.13
2018-01-18,1641.23
2018-01-19,1565.33
2018-01-20,1516.4066666666665
2018-01-21,1467.4833333333333
2018-01-22,1418.56
2018-01-23,1512.08
2018-01-24,1523.29
2018-01-25,1551.51
2018-01-26,1503.73
2018-01-27,1528.2266666666667
2018-01-28,1552.7233333333334
2018-01-29,1577.22
2018-01-30,1410.59
2018-01-31,1433.22
2018-02-01,1301.26
2018-02-02,1176.53
2018-02-03,1105.51
2018-02-04,1034.49
2018-02-05,963.47
2018-02-06,1030.28
2018-02-07,1104.32
2018-02-08,1122.48
2018-02-09,1183.1
2018-02-10,1192.8433333333332
2018-02-11,1202.5866666666666
2018-02-12,1212.33
2018-02-13,1191.96
2018-02-14,1280.99
2018-02-15,1349.89
2018-02-16,1356
2018-02-17,1385.0166666666667
2018-02-18,1414.0333333333333
2018-02-19,1443.05
2018-02-20,1460.19
2018-02-21,1290.94
2018-02-22,1251.78
2018-02-23,1262.12
2018-02-24,1273.3999999999999
2018-02-25,1284.68
2018-02-26,1295.96
2018-02-27,1332.76
2018-02-28,1319.42
2018-03-01,1352.01
2018-03-02,1335.4
2018-03-03,1346.1966666666667
2018-03-04,1356.9933333333333
2018-03-05,1367.79
2018-03-06,1267.72
2018-03-07,1159.64
2018-03-08,1117.29
2018-03-09,1080.87
2018-03-10,1076.5
2018-03-11,1072.1299999999999
2018-03-12,1067.76
2018-03-13,1078.67
2018-03-14,980.04
2018-03-15,962.01
2018-03-16,1002.24
2018-03-17,984.7466666666667
2018-03-18,967.2533333333333
2018-03-19,949.76
2018-03-20,1022.52
2018-03-21,1011.2
2018-03-22,973.76
2018-03-23,969.27
2018-03-24,940.7733333333333
2018-03-25,912.2766666666666
2018-03-26,883.78
2018-03-27,875.45
2018-03-28,870.32
2018-03-29,799.16
2018-03-30,744.45
2018-03-31,749.1333333333333
2018-04-01,753.8166666666667
2018-04-02,758.5
2018-04-03,816.37
2018-04-04,749.73
2018-04-05,740.29
2018-04-06,722.68
2018-04-07,727.4366666666666
2018-04-08,732.1933333333334
2018-04-09,736.95
2018-04-10,761.13
2018-04-11,778.24
2018-04-12,865.28
2018-04-13,932.02
2018-04-14,929.0666666666666
2018-04-15,926.1133333333333
2018-04-16,923.16
2018-04-17,922.2
2018-04-18,963.23
2018-04-19,1003.66
2018-04-20,1068.33
2018-04-21,1084.6933333333334
2018-04-22,1101.0566666666666
2018-04-23,1117.42
2018-04-24,1222.89
2018-04-25,1124.97
2018-04-26,1119.56
2018-04-27,1159.56
2018-04-28,1174.28
2018-04-29,1189
2018-04-30,1203.72
2018-05-01,1161.16
2018-05-02,1197.19
2018-05-03,1272.23
2018-05-04,1277.2
2018-05-05,1267.3066666666666
2018-05-06,1257.4133333333334
2018-05-07,1247.52
2018-05-08,1225.31
2018-05-09,1229.14
2018-05-10,1195.17
2018-05-11,1108.12
2018-05-12,1121.09
2018-05-13,1134.06
2018-05-14,1147.03
2018-05-15,1106.34
2018-05-16,1065.35
2018-05-17,1050.51
2018-05-18,1058.74
2018-05-19,1063.1166666666666
2018-05-20,1067.4933333333333
2018-05-21,1071.87
2018-05-22,1036.99
2018-05-23,940.42
2018-05-24,951.08
2018-05-25,926.08
2018-05-26,909.8133333333334
2018-05-27,893.5466666666666
2018-05-28,877.28
2018-05-29,922.43
2018-05-30,897.69
2018-05-31,936.83
2018-06-01,925.76
2018-06-02,933.1033333333334
2018-06-03,940.4466666666666
2018-06-04,947.79
2018-06-05,969.42
2018-06-06,953.26
2018-06-07,973.11
2018-06-08,961.81
2018-06-09,917.78
2018-06-10,873.75
2018-06-11,829.72
2018-06-12,790.99
2018-06-13,757.99
2018-06-14,819.02
2018-06-15,797.78
2018-06-16,802.9866666666667
2018-06-17,808.1933333333333
2018-06-18,813.4
2018-06-19,825.72
2018-06-20,821.87
2018-06-21,812.45
2018-06-22,739.66
2018-06-23,736.29
2018-06-24,732.92
2018-06-25,729.55
2018-06-26,708.54
2018-06-27,704.79
2018-06-28,698.14
2018-06-29,666.15
2018-06-30,701.5033333333333
2018-07-01,736.8566666666667
2018-07-02,772.21
2018-07-03,765.6
2018-07-04,776.52
2018-07-05,750.65
2018-07-06,755.49
2018-07-07,759.51
2018-07-08,763.53
2018-07-09,767.55
2018-07-10,719.9
2018-07-11,715.89
2018-07-12,697.26
2018-07-13,699.31
2018-07-14,722.8833333333333
2018-07-15,746.4566666666666
2018-07-16,770.03
2018-07-17,830.15
2018-07-18,829.31
2018-07-19,821.19
2018-07-20,792.37
2018-07-21,801.78
2018-07-22,811.19
2018-07-23,820.6
2018-07-24,868.24
2018-07-25,863.03
2018-07-26,871.21
2018-07-27,861.1
2018-07-28,854.36
2018-07-29,847.62
2018-07-30,840.88
2018-07-31,802.22
2018-08-01,783.05
2018-08-02,770.42
2018-08-03,761.85
2018-08-04,750.3433333333334
2018-08-05,738.8366666666667
2018-08-06,727.33
2018-08-07,724.07
2018-08-08,648.08
2018-08-09,659.35
2018-08-10,648.72
2018-08-11,631
2018-08-12,613.28
2018-08-13,595.56
2018-08-14,564.43
2018-08-15,599.76
2018-08-16,607.26
2018-08-17,627.56
2018-08-18,622.9233333333333
2018-08-19,618.2866666666666
2018-08-20,613.65
2018-08-21,605.64
2018-08-22,600.11
2018-08-23,601.15
2018-08-24,619.87
2018-08-25,623.83
2018-08-26,627.79
2018-08-27,631.75
2018-08-28,671.18
2018-08-29,658.97
2018-08-30,635.86
2018-08-31,660.17
2018-09-01,669.67
2018-09-02,679.17
2018-09-03,688.67
2018-09-04,687.51
2018-09-05,622.22
2018-09-06,584.98
2018-09-07,578.76
2018-09-08,571.1899999999999
2018-09-09,563.62
2018-09-10,556.05
2018-09-11,543.58
2018-09-12,545.07
2018-09-13,568.18
2018-09-14,579.37
2018-09-15,569.1833333333333
2018-09-16,558.9966666666667
2018-09-17,548.81
2018-09-18,560.34
2018-09-19,570.35
2018-09-20,576.6
2018-09-21,635.28
2018-09-22,628.2766666666666
2018-09-23,621.2733333333333
2018-09-24,614.27
2018-09-25,578.19
2018-09-26,601.61
2018-09-27,626.68
2018-09-28,619.37
2018-09-29,617.37
2018-09-30,615.37
2018-10-01,613.37
2018-10-02,611.38
2018-10-03,596.41
2018-10-04,611.28
2018-10-05,607.4
2018-10-06,611.1433333333333
2018-10-07,614.8866666666667
2018-10-08,618.63
2018-10-09,611.47
2018-10-10,606.76
2018-10-11,560.23
2018-10-12,561
2018-10-13,566.9366666666666
2018-10-14,572.8733333333333
2018-10-15,578.81
2018-10-16,585.49
2018-10-17,586.01
2018-10-18,578.93
2018-10-19,578.3
2018-10-20,578.76
2018-10-21,579.2199999999999
2018-10-22,579.68
2018-10-23,580.64
2018-10-24,582.05
2018-10-25,579.98
2018-10-26,578.91
2018-10-27,572.4666666666667
2018-10-28,566.0233333333333
2018-10-29,559.58
2018-10-30,560.02
2018-10-31,566.27
2018-11-01,567.61
2018-11-02,575.88
2018-11-03,580.51
2018-11-04,585.14
2018-11-05,589.77
2018-11-06,602.16
2018-11-07,608.47
2018-11-08,597.19
2018-11-09,586.92
2018-11-10,586.88
2018-11-11,586.8399999999999
2018-11-12,586.8
2018-11-13,581.3
2018-11-14,499.59
2018-11-15,500.41
2018-11-16,499.46
2018-11-17,480.7933333333333
2018-11-18,462.12666666666667
2018-11-19,443.46
2018-11-20,389.38
2018-11-21,399.68
2018-11-22,397.22
2018-11-23,374.9
2018-11-24,358.62
2018-11-25,342.34
2018-11-26,326.06
2018-11-27,329.47
2018-11-28,381.9
2018-11-29,367.03
2018-11-30,348.57
2018-12-01,344.12
2018-12-02,339.67
2018-12-03,335.22
2018-12-04,337.32
2018-12-05,324.16
2018-12-06,310.56
2018-12-07,284.87
2018-12-08,286.67
2018-12-09,288.46999999999997
2018-12-10,290.27
2018-12-11,284.5
2018-12-12,293.49
2018-12-13,275.97
2018-12-14,268.73
2018-12-15,281.52000000000004
2018-12-16,294.31
2018-12-17,307.1
2018-12-18,304.33
2018-12-19,326.95
2018-12-20,343.92
2018-12-21,335.58
2018-12-22,346.50666666666666
2018-12-23,357.43333333333334
2018-12-24,368.36
2018-12-25,345.77
2018-12-26,342.59
2018-12-27,320.68
2018-12-28,356.74
2018-12-29,349.6333333333333
2018-12-30,342.5266666666667
2018-12-31,335.42
2019-01-01,344
2019-01-02,361.43
2019-01-03,351.42
2019-01-04,352.93
2019-01-05,358.06666666666666
2019-01-06,363.2033333333333
2019-01-07,368.34
2019-01-08,368.36
2019-01-09,368.94
2019-01-10,328.67
2019-01-11,329.59
2019-01-12,330.25333333333333
2019-01-13,330.91666666666663
2019-01-14,331.58
2019-01-15,319.2
2019-01-16,323.73
2019-01-17,327.17
2019-01-18,323.98
2019-01-19,321.96333333333337
2019-01-20,319.94666666666666
2019-01-21,317.93
2019-01-22,323.81
2019-01-23,318.55
2019-01-24,321.82
2019-01-25,319.29
2019-01-26,312.99666666666667
2019-01-27,306.7033333333334
2019-01-28,300.41
2019-01-29,299.35
2019-01-30,306.79
2019-01-31,303.99
2019-02-01,306.21
2019-02-02,305.44
2019-02-03,304.66999999999996
2019-02-04,303.9
2019-02-05,303.74
2019-02-06,297.16
2019-02-07,297.78
2019-02-08,325.48
2019-02-09,325.06666666666666
2019-02-10,324.65333333333336
2019-02-11,324.24
2019-02-12,326.82
2019-02-13,321.56
2019-02-14,321.08
2019-02-15,321.72
2019-02-16,333.03333333333336
2019-02-17,344.3466666666667
2019-02-18,355.66
2019-02-19,362.96
2019-02-20,364.44
2019-02-21,357.42
2019-02-22,363.1
2019-02-23,358.81
2019-02-24,354.52000000000004
2019-02-25,350.23
2019-02-26,347.03
2019-02-27,337.98
2019-02-28,347.95
2019-03-01,352.26
2019-03-02,346.89
2019-03-03,341.52
2019-03-04,336.15
2019-03-05,352.94
2019-03-06,354.17
2019-03-07,358
2019-03-08,359.56
2019-03-09,357.52666666666664
2019-03-10,355.49333333333334
2019-03-11,353.46
2019-03-12,356.8
2019-03-13,356.82
2019-03-14,357.27
2019-03-15,364.83
2019-03-16,366.17333333333335
2019-03-17,367.51666666666665
2019-03-18,368.86
2019-03-19,371.95
2019-03-20,373.16
2019-03-21,367.36
2019-03-22,370.82
2019-03-23,368.04
2019-03-24,365.26
2019-03-25,362.48
2019-03-26,363.81
2019-03-27,376.54
2019-03-28,376.57
2019-03-29,383.37
2019-03-30,384.9166666666667
2019-03-31,386.4633333333333
2019-04-01,388.01
2019-04-02,444.85
2019-04-03,489.91
2019-04-04,449.02
2019-04-05,473.15
2019-04-06,478.1166666666667
2019-04-07,483.0833333333333
2019-04-08,488.05
2019-04-09,487.53
2019-04-10,503.28
2019-04-11,464.39
2019-04-12,463.93
2019-04-13,461.92
2019-04-14,459.90999999999997
2019-04-15,457.9
2019-04-16,475.48
2019-04-17,478.35
2019-04-18,487.24
2019-04-19,486.99
2019-04-20,487.53333333333336
2019-04-21,488.07666666666665
2019-04-22,488.62
2019-04-23,497.94
2019-04-24,476.37
2019-04-25,482.5
2019-04-26,452.5
2019-04-27,453.12666666666667
2019-04-28,453.75333333333333
2019-04-29,454.38
2019-04-30,465.75
2019-05-01,470.25
2019-05-02,476.32
2019-05-03,500.16
2019-05-04,500.56666666666666
2019-05-05,500.97333333333336
2019-05-06,501.38
2019-05-07,504.02
2019-05-08,503.35
2019-05-09,507.74
2019-05-10,530
2019-05-11,566.41
2019-05-12,602.82
2019-05-13,639.23
2019-05-14,641.64
2019-05-15,695.22
2019-05-16,680.24
2019-05-17,614.72
2019-05-18,633.1966666666667
2019-05-19,651.6733333333333
2019-05-20,670.15
2019-05-21,690.28
2019-05-22,680.81
2019-05-23,661.4
2019-05-24,689.7
2019-05-25,711.2866666666667
2019-05-26,732.8733333333333
2019-05-27,754.46
2019-05-28,749.37
2019-05-29,754.35
2019-05-30,741.93
2019-05-31,727.26
2019-06-01,730.1966666666667
2019-06-02,733.1333333333333
2019-06-03,736.07
2019-06-04,651.9
2019-06-05,672.57
2019-06-06,654.68
2019-06-07,687.35
2019-06-08,688.0133333333333
2019-06-09,688.6766666666667
2019-06-10,689.34
2019-06-11,685.75
2019-06-12,707.85
2019-06-13,714.27
2019-06-14,716.23
2019-06-15,738.83
2019-06-16,761.43
2019-06-17,784.03
2019-06-18,761.9
2019-06-19,771.5
2019-06-20,791.72
2019-06-21,825.19
2019-06-22,847.0833333333334
2019-06-23,868.9766666666667
2019-06-24,890.87
2019-06-25,917.07
2019-06-26,1069.88
2019-06-27,857.03
2019-06-28,956.43
2019-06-29,911.0933333333332
2019-06-30,865.7566666666667
2019-07-01,820.42
2019-07-02,852.62
2019-07-03,884.35
2019-07-04,916.85
2019-07-05,871.7
2019-07-06,895.87
2019-07-07,920.0400000000001
2019-07-08,944.21
2019-07-09,952.11
2019-07-10,910
2019-07-11,871.7
2019-07-12,877.86
2019-07-13,853.3166666666667
2019-07-14,828.7733333333333
2019-07-15,804.23
2019-07-16,717.02
2019-07-17,727.44
2019-07-18,786.15
2019-07-19,775.29
2019-07-20,768.4533333333333
2019-07-21,761.6166666666667
2019-07-22,754.78
2019-07-23,759.91
2019-07-24,729.13
2019-07-25,739.82
2019-07-26,746.91
2019-07-27,735.65
2019-07-28,724.39
2019-07-29,713.13
2019-07-30,725.19
2019-07-31,749.73
2019-08-01,766.73
2019-08-02,772.03
2019-08-03,798.9133333333333
2019-08-04,825.7966666666666
2019-08-05,852.68
2019-08-06,841.88
2019-08-07,846.13
2019-08-08,827.98
2019-08-09,834.75
2019-08-10,829.2833333333333
2019-08-11,823.8166666666667
2019-08-12,818.35
2019-08-13,787.01
2019-08-14,725.39
2019-08-15,723.83
2019-08-16,748.13
2019-08-17,753.9633333333334
2019-08-18,759.7966666666666
2019-08-19,765.63
2019-08-20,764.87
2019-08-21,723.93
2019-08-22,732.79
2019-08-23,748.61
2019-08-24,744.7133333333334
2019-08-25,740.8166666666666
2019-08-26,736.92
2019-08-27,727.62
2019-08-28,686.97
2019-08-29,676.27
2019-08-30,681.66
2019-08-31,694.4466666666666
2019-09-01,707.2333333333333
2019-09-02,720.02
2019-09-03,747.28
2019-09-04,748.66
2019-09-05,733.52
2019-09-06,722.28
2019-09-07,724.46
2019-09-08,726.64
2019-09-09,728.82
2019-09-10,708.57
2019-09-11,710.58
2019-09-12,725.52
2019-09-13,718.81
2019-09-14,719.2933333333333
2019-09-15,719.7766666666666
2019-09-16,720.26
2019-09-17,742.14
2019-09-18,742.67
2019-09-19,747.29
2019-09-20,737.98
2019-09-21,728.7066666666667
2019-09-22,719.4333333333333
2019-09-23,710.16
2019-09-24,611.8
2019-09-25,599.56
2019-09-26,583.42
2019-09-27,577.13
2019-09-28,584.75
2019-09-29,592.37
2019-09-30,599.99
2019-10-01,600.41
2019-10-02,599.47
2019-10-03,589.9
2019-10-04,596.89
2019-10-05,599.1366666666667
2019-10-06,601.3833333333333
2019-10-07,603.63
2019-10-08,599.25
2019-10-09,631.56
2019-10-10,627.55
2019-10-11,607.96
2019-10-12,610.0233333333333
2019-10-13,612.0866666666667
2019-10-14,614.15
2019-10-15,599.7
2019-10-16,583.05
2019-10-17,593.1
2019-10-18,585.12
2019-10-19,589.9966666666667
2019-10-20,594.8733333333333
2019-10-21,599.75
2019-10-22,597.3
2019-10-23,549.12
2019-10-24,552.42
2019-10-25,629.37
2019-10-26,646.03
2019-10-27,662.69
2019-10-28,679.35
2019-10-29,671.99
2019-10-30,668.34
2019-10-31,669.49
2019-11-01,665.05
2019-11-02,672.4699999999999
2019-11-03,679.89
2019-11-04,687.31
2019-11-05,683.4
2019-11-06,680.16
2019-11-07,670.46
2019-11-08,645.61
2019-11-09,644.82
2019-11-10,644.03
2019-11-11,643.24
2019-11-12,647.85
2019-11-13,646.06
2019-11-14,638.39
2019-11-15,623.54
2019-11-16,617.0699999999999
2019-11-17,610.6
2019-11-18,604.13
2019-11-19,595.91
2019-11-20,593.92
2019-11-21,555.7
2019-11-22,536.19
2019-11-23,531.1500000000001
2019-11-24,526.11
2019-11-25,521.07
2019-11-26,520.6
2019-11-27,549.74
2019-11-28,551.47
2019-11-29,562.4
2019-11-30,551.76
2019-12-01,541.12
2019-12-02,530.48
2019-12-03,531.45
2019-12-04,524.93
2019-12-05,535.28
2019-12-06,538.4
2019-12-07,535.1333333333333
2019-12-08,531.8666666666667
2019-12-09,528.6
2019-12-10,521.49
2019-12-11,518.85
2019-12-12,525.36
2019-12-13,525.3
2019-12-14,514.4733333333334
2019-12-15,503.64666666666665
2019-12-16,492.82
2019-12-17,467.51
2019-12-18,506.06
