date,index
2019-12-19,505.36
2019-12-20,510.86
2019-12-21,514.4166666666666
2019-12-22,517.9733333333334
2019-12-23,521.53
2019-12-24,510.31
2019-12-25,509.96
2019-12-26,512.06
2019-12-27,510.36
2019-12-28,512.2
2019-12-29,514.04
2019-12-30,515.88
2019-12-31,507.17
2020-01-01,513.82
2020-01-02,492.94
2020-01-03,520.66
2020-01-04,528.2233333333334
2020-01-05,535.7866666666666
2020-01-06,543.35
2020-01-07,578.79
2020-01-08,565.39
2020-01-09,550.39
2020-01-10,573.42
2020-01-11,575.87
2020-01-12,578.3199999999999
2020-01-13,580.77
2020-01-14,627.6
2020-01-15,640.9
2020-01-16,636.03
2020-01-17,649.09
2020-01-18,643.5366666666666
2020-01-19,637.9833333333333
2020-01-20,632.43
2020-01-21,637.77
2020-01-22,632.86
2020-01-23,607.89
2020-01-24,616.77
2020-01-25,629.58
2020-01-26,642.39
2020-01-27,655.2
2020-01-28,660.83
2020-01-29,682.97
2020-01-30,700.76
2020-01-31,680.91
2020-02-01,683.7866666666666
2020-02-02,686.6633333333333
2020-02-03,689.54
2020-02-04,681.58
2020-02-05,722.76
2020-02-06,734.48
2020-02-07,733.78
2020-02-08,737.9933333333333
2020-02-09,742.2066666666666
2020-02-10,746.42
2020-02-11,781.1
2020-02-12,806.42
2020-02-13,791.97
2020-02-14,812.63
2020-02-15,788.43
2020-02-16,764.23
2020-02-17,740.03
2020-02-18,787.8
2020-02-19,778.47
2020-02-20,730.85
2020-02-21,742.78
2020-02-22,739.1999999999999
2020-02-23,735.62
2020-02-24,732.04
2020-02-25,707.23
2020-02-26,660.67
2020-02-27,671
2020-02-28,648.53
2020-02-29,656.5799999999999
2020-03-01,664.63
2020-03-02,672.68
2020-03-03,656.78
2020-03-04,655.28
2020-03-05,687.54
2020-03-06,691.02
2020-03-07,655.3533333333334
2020-03-08,619.6866666666666
2020-03-09,584.02
2020-03-10,593.9
2020-03-11,581.37
2020-03-12,441.12
2020-03-13,398.15
2020-03-14,387.8533333333333
2020-03-15,377.5566666666667
2020-03-16,367.26
2020-03-17,392.35
2020-03-18,390.7
2020-03-19,456.23
2020-03-20,447.15
2020-03-21,449.71999999999997
2020-03-22,452.29
2020-03-23,454.86
2020-03-24,484.56
2020-03-25,476.47
2020-03-26,480.85
2020-03-27,482.59
2020-03-28,476.11333333333334
2020-03-29,469.63666666666666
2020-03-30,463.16
2020-03-31,470.22
2020-04-01,451.55
2020-04-02,492.02
2020-04-03,492.79
2020-04-04,506.86333333333334
2020-04-05,520.9366666666667
2020-04-06,535.01
2020-04-07,536.91
2020-04-08,541.75
2020-04-09,536.57
2020-04-10,508.2
2020-04-11,505.9033333333333
2020-04-12,503.6066666666667
2020-04-13,501.31
2020-04-14,510.5
2020-04-15,496.31
2020-04-16,518.14
2020-04-17,523.95
2020-04-18,516.77
2020-04-19,509.59000000000003
2020-04-20,502.41
2020-04-21,511.46
2020-04-22,528.95
2020-04-23,559.38
2020-04-24,559.52
2020-04-25,563.5766666666667
2020-04-26,567.6333333333333
2020-04-27,571.69
2020-04-28,575.49
2020-04-29,645.7
2020-04-30,644.65
2020-05-01,639.9
2020-05-02,641.26
2020-05-03,642.62
2020-05-04,643.98
2020-05-05,647.8
2020-05-06,665.51
2020-05-07,703.99
2020-05-08,710.92
2020-05-09,681.9033333333333
2020-05-10,652.8866666666667
2020-05-11,623.87
2020-05-12,632.52
2020-05-13,655.23
2020-05-14,684.51
2020-05-15,661.16
2020-05-16,671.66
2020-05-17,682.16
2020-05-18,692.66
2020-05-19,688.42
2020-05-20,681.07
2020-05-21,646.79
2020-05-22,660.94
2020-05-23,656.5733333333334
2020-05-24,652.2066666666667
2020-05-25,647.84
2020-05-26,637.52
2020-05-27,660.77
2020-05-28,681.09
2020-05-29,679.51
2020-05-30,686.9333333333333
2020-05-31,694.3566666666667
2020-06-01,701.78
2020-06-02,696.01
2020-06-03,704.36
2020-06-04,718.59
2020-06-05,714.23
2020-06-06,713.6133333333333
2020-06-07,712.9966666666667
2020-06-08,712.38
2020-06-09,715.28
2020-06-10,725.76
2020-06-11,678.07
2020-06-12,692.15
2020-06-13,691.0133333333333
2020-06-14,689.8766666666667
2020-06-15,688.74
2020-06-16,693.66
2020-06-17,682.75
2020-06-18,686.13
2020-06-19,679.71
2020-06-20,687.4333333333334
2020-06-21,695.1566666666666
2020-06-22,702.88
2020-06-23,708.11
2020-06-24,682.05
2020-06-25,681.35
2020-06-26,673.23
2020-06-27,671.8633333333333
2020-06-28,670.4966666666667
2020-06-29,669.13
2020-06-30,666.66
2020-07-01,677.08
2020-07-02,662.38
2020-07-03,667.36
2020-07-04,674.45
2020-07-05,681.54
2020-07-06,688.63
2020-07-07,688.35
2020-07-08,711.62
2020-07-09,692.63
2020-07-10,694.49
2020-07-11,694.6366666666667
2020-07-12,694.7833333333333
2020-07-13,694.93
2020-07-14,701.97
2020-07-15,693.92
2020-07-16,687.7
2020-07-17,691.55
2020-07-18,691.0333333333333
2020-07-19,690.5166666666667
2020-07-20,690
2020-07-21,706.96
2020-07-22,709.76
2020-07-23,732.57
2020-07-24,734.82
2020-07-25,762.5366666666667
2020-07-26,790.2533333333333
2020-07-27,817.97
2020-07-28,832.99
2020-07-29,846.58
2020-07-30,846.63
2020-07-31,863.49
2020-08-01,873.1133333333333
2020-08-02,882.7366666666667
2020-08-03,892.36
2020-08-04,879.62
2020-08-05,907.64
2020-08-06,924.41
2020-08-07,889.32
2020-08-08,902.2266666666667
2020-08-09,915.1333333333333
2020-08-10,928.04
2020-08-11,889.46
2020-08-12,906.94
2020-08-13,912.46
2020-08-14,948.72
2020-08-15,962.98
2020-08-16,977.24
2020-08-17,991.5
2020-08-18,960.17
2020-08-19,921.87
2020-08-20,944.85
2020-08-21,925.21
2020-08-22,928.74
2020-08-23,932.27
2020-08-24,935.8
2020-08-25,892.54
2020-08-26,910.56
2020-08-27,885.48
2020-08-28,912.36
2020-08-29,924.1766666666666
2020-08-30,935.9933333333333
2020-08-31,947.81
2020-09-01,977.79
2020-09-02,918.58
2020-09-03,860.28
2020-09-04,845.72
2020-09-05,829.01
2020-09-06,812.3000000000001
2020-09-07,795.59
2020-09-08,784.06
2020-09-09,812.61
2020-09-10,815.91
2020-09-11,822.7
2020-09-12,829.6766666666667
2020-09-13,836.6533333333333
2020-09-14,843.63
2020-09-15,841.31
2020-09-16,851.08
2020-09-17,858.21
2020-09-18,849.65
2020-09-19,834.1999999999999
2020-09-20,818.75
2020-09-21,803.3
2020-09-22,803.56
2020-09-23,783.64
2020-09-24,815.48
2020-09-25,828.91
2020-09-26,833.42
2020-09-27,837.9300000000001
2020-09-28,842.44
2020-09-29,831.17
2020-09-30,828
2020-10-01,820.38
2020-10-02,808.04
2020-10-03,814.4666666666667
2020-10-04,820.8933333333333
2020-10-05,827.32
2020-10-06,809.64
2020-10-07,815.09
2020-10-08,834.46
2020-10-09,850.28
2020-10-10,864.24
2020-10-11,878.1999999999999
2020-10-12,892.16
2020-10-13,878.31
2020-10-14,871.56
2020-10-15,884.03
2020-10-16,862.97
2020-10-17,872.0133333333333
2020-10-18,881.0566666666667
2020-10-19,890.1
2020-10-20,890.57
2020-10-21,947.89
2020-10-22,982.14
2020-10-23,967.11
2020-10-24,965.74
2020-10-25,964.37
2020-10-26,963
2020-10-27,1004.74
2020-10-28,965.33
2020-10-29,982.85
2020-10-30,979.86
2020-10-31,981.6333333333333
2020-11-01,983.4066666666666
2020-11-02,985.18
2020-11-03,984.36
2020-11-04,1006.71
2020-11-05,1071.1
2020-11-06,1109.17
2020-11-07,1107.5633333333333
2020-11-08,1105.9566666666667
2020-11-09,1104.35
2020-11-10,1104.1
2020-11-11,1131.88
2020-11-12,1149.49
2020-11-13,1162.31
2020-11-14,1172.4266666666667
2020-11-15,1182.5433333333333
2020-11-16,1192.66
2020-11-17,1252.02
2020-11-18,1239.77
2020-11-19,1266.51
2020-11-20,1315.16
2020-11-21,1333.49
2020-11-22,1351.8200000000002
2020-11-23,1370.15
2020-11-24,1440.46
2020-11-25,1409.41
2020-11-26,1271.74
2020-11-27,1260.68
2020-11-28,1321.1533333333334
2020-11-29,1381.6266666666666
2020-11-30,1442.1
2020-12-01,1411.34
2020-12-02,1418.08
2020-12-03,1439.92
2020-12-04,1400.08
2020-12-05,1401.37
2020-12-06,1402.66
2020-12-07,1403.95
2020-12-08,1365.47
2020-12-09,1351.9
2020-12-10,1350.79
2020-12-11,1318.86
2020-12-12,1346.0566666666666
2020-12-13,1373.2533333333333
2020-12-14,1400.45
2020-12-15,1419.66
2020-12-16,1510.07
2020-12-17,1631.36
2020-12-18,1632.97
2020-12-19,1624.45
2020-12-20,1615.93
2020-12-21,1607.41
2020-12-22,1638.86
2020-12-23,1596.53
2020-12-24,1597.92
2020-12-25,1666.36
2020-12-26,1722.7
2020-12-27,1779.04
2020-12-28,1835.38
2020-12-29,1830.36
2020-12-30,1929.21
2020-12-31,1950.81
2021-01-01,1956.72
2021-01-02,2029.1133333333335
2021-01-03,2101.5066666666667
2021-01-04,2173.9
2021-01-05,2351.77
2021-01-06,2523.97
2021-01-07,2709.8
2021-01-08,2636.86
2021-01-09,2524.1233333333334
2021-01-10,2411.3866666666668
2021-01-11,2298.65
2021-01-12,2372.37
2021-01-13,2506.64
2021-01-14,2707.13
2021-01-15,2484.05
2021-01-16,2515.116666666667
2021-01-17,2546.1833333333334
2021-01-18,2577.25
2021-01-19,2645.62
2021-01-20,2555.63
2021-01-21,2321.85
2021-01-22,2442.03
2021-01-23,2450.8733333333334
2021-01-24,2459.7166666666667
2021-01-25,2468.56
2021-01-26,2384.72
2021-01-27,2336.86
2021-01-28,2417.15
2021-01-29,2523.01
2021-01-30,2518.1833333333334
2021-01-31,2513.356666666667
2021-02-01,2508.53
2021-02-02,2680.95
2021-02-03,2805.01
2021-02-04,2843.46
2021-02-05,2901.67
2021-02-06,3023.8866666666668
2021-02-07,3146.1033333333335
2021-02-08,3268.32
2021-02-09,3479.34
2021-02-10,3358.61
2021-02-11,3550.6
2021-02-12,3653.74
2021-02-13,3676.633333333333
2021-02-14,3699.5266666666666
2021-02-15,3722.42
2021-02-16,3670.41
2021-02-17,3919.11
2021-02-18,3973.3
2021-02-19,4224.79
2021-02-20,4168.323333333334
2021-02-21,4111.856666666667
2021-02-22,4055.39
2021-02-23,3567.94
2021-02-24,3690.05
2021-02-25,3688.69
2021-02-26,3476.29
2021-02-27,3535.883333333333
2021-02-28,3595.476666666667
2021-03-01,3655.07
2021-03-02,3574.17
2021-03-03,3800.26
2021-03-04,3638.04
2021-03-05,3706.02
2021-03-06,3781.0266666666666
2021-03-07,3856.0333333333333
2021-03-08,3931.04
2021-03-09,4135.73
2021-03-10,4198.94
2021-03-11,4297
2021-03-12,4190.64
2021-03-13,4199.01
2021-03-14,4207.38
2021-03-15,4215.75
2021-03-16,4187.3
2021-03-17,4348.41
2021-03-18,4273.88
2021-03-19,4425.75
2021-03-20,4347.106666666667
2021-03-21,4268.463333333333
2021-03-22,4189.82
2021-03-23,4145.59
2021-03-24,4080.38
2021-03-25,3923.28
2021-03-26,4069.72
2021-03-27,4168.473333333333
2021-03-28,4267.2266666666665
2021-03-29,4365.98
2021-03-30,4476.49
2021-03-31,4455.38
2021-04-01,4536.89
2021-04-02,4581.27
2021-04-03,4614.236666666667
2021-04-04,4647.203333333334
2021-04-05,4680.17
2021-04-06,4661.73
2021-04-07,4425.32
2021-04-08,4608.35
2021-04-09,4670.01
2021-04-10,4733.893333333333
2021-04-11,4797.776666666667
2021-04-12,4861.66
2021-04-13,5102.32
2021-04-14,5034.26
2021-04-15,5241.09
2021-04-16,5150.68
2021-04-17,4984.206666666667
2021-04-18,4817.733333333334
2021-04-19,4651.26
2021-04-20,4781.32
2021-04-21,4751.31
2021-04-22,4582.5
2021-04-23,4349.01
2021-04-24,4438.22
2021-04-25,4527.43
2021-04-26,4616.64
2021-04-27,4749.07
2021-04-28,4830.69
2021-04-29,4672.44
2021-04-30,4984.95
2021-05-01,5069.256666666666
2021-05-02,5153.5633333333335
2021-05-03,5237.87
2021-05-04,5061.42
2021-05-05,5328.64
2021-05-06,5325.38
2021-05-07,5415.67
2021-05-08,5408.21
2021-05-09,5400.75
2021-05-10,5393.29
2021-05-11,5547.49
2021-05-12,5395.92
2021-05-13,4828.86
2021-05-14,5148.73
2021-05-15,4942.503333333333
2021-05-16,4736.276666666667
2021-05-17,4530.05
2021-05-18,4508.39
2021-05-19,3743.39
2021-05-20,3876.76
2021-05-21,3354.1
2021-05-22,3460.11
2021-05-23,3566.12
2021-05-24,3672.13
2021-05-25,3470.03
2021-05-26,3710.43
2021-05-27,3739.11
2021-05-28,3419.77
2021-05-29,3459.233333333333
2021-05-30,3498.6966666666667
2021-05-31,3538.16
2021-06-01,3469.09
2021-06-02,3707.85
2021-06-03,3772.09
2021-06-04,3591.84
2021-06-05,3571.0033333333336
2021-06-06,3550.1666666666665
2021-06-07,3529.33
2021-06-08,3234.78
2021-06-09,3462.06
2021-06-10,3425.4
2021-06-11,3412.19
2021-06-12,3482.37
2021-06-13,3552.55
2021-06-14,3622.73
2021-06-15,3636.46
2021-06-16,3512.04
2021-06-17,3423.99
2021-06-18,3187.76
2021-06-19,3089.7166666666667
2021-06-20,2991.6733333333336
2021-06-21,2893.63
2021-06-22,2800.28
2021-06-23,2852.91
2021-06-24,3046.93
2021-06-25,2812.64
2021-06-26,2890.33
2021-06-27,2968.02
2021-06-28,3045.71
2021-06-29,3220.95
2021-06-30,3127.37
2021-07-01,2968.62
2021-07-02,2986.72
2021-07-03,3025.5699999999997
2021-07-04,3064.42
2021-07-05,3103.27
2021-07-06,3141.7
2021-07-07,3214.7
2021-07-08,3017.79
2021-07-09,3028.96
2021-07-10,2998.423333333333
2021-07-11,2967.8866666666668
2021-07-12,2937.35
2021-07-13,2864.13
2021-07-14,2903.64
2021-07-15,2809.47
2021-07-16,2811.65
2021-07-17,2766.6033333333335
2021-07-18,2721.556666666667
2021-07-19,2676.51
2021-07-20,2591.17
2021-07-21,2766.49
2021-07-22,2867.86
2021-07-23,2843.83
2021-07-24,3037.32
2021-07-25,3230.81
2021-07-26,3424.3
2021-07-27,3241.68
2021-07-28,3417.52
2021-07-29,3389.48
2021-07-30,3418.81
2021-07-31,3446.2466666666664
2021-08-01,3473.6833333333334
2021-08-02,3501.12
2021-08-03,3396.25
2021-08-04,3584.17
2021-08-05,3673.86
2021-08-06,3853.35
2021-08-07,3937.1566666666668
2021-08-08,4020.9633333333336
2021-08-09,4104.77
2021-08-10,4105.53
2021-08-11,4274.49
2021-08-12,4057.52
2021-08-13,4272.77
2021-08-14,4288.38
2021-08-15,4303.990000000001
2021-08-16,4319.6
2021-08-17,4247.9
2021-08-18,4175.52
2021-08-19,4373.06
2021-08-20,4552.32
2021-08-21,4590.996666666667
2021-08-22,4629.673333333333
2021-08-23,4668.35
2021-08-24,4545.22
2021-08-25,4567.69
2021-08-26,4384.78
2021-08-27,4565.09
2021-08-28,4592.81
2021-08-29,4620.53
2021-08-30,4648.25
2021-08-31,4595.45
2021-09-01,4775.4
2021-09-02,4889.33
2021-09-03,5037.98
2021-09-04,5076.143333333333
2021-09-05,5114.306666666666
2021-09-06,5152.47
2021-09-07,4525.37
2021-09-08,4592.91
2021-09-09,4601.21
2021-09-10,4486.09
2021-09-11,4463.26
2021-09-12,4440.43
2021-09-13,4417.6
2021-09-14,4542.88
2021-09-15,4739.13
2021-09-16,4687.72
2021-09-17,4610.03
2021-09-18,4475.913333333333
2021-09-19,4341.796666666667
2021-09-20,4207.68
2021-09-21,4022.83
2021-09-22,4214.62
2021-09-23,4370.58
2021-09-24,4119.17
2021-09-25,4124.66
2021-09-26,4130.1500000000005
2021-09-27,4135.64
2021-09-28,3962.04
2021-09-29,3942.4
2021-09-30,4148.43
2021-10-01,4576.37
2021-10-02,4613.566666666667
2021-10-03,4650.763333333333
2021-10-04,4687.96
2021-10-05,4793.14
2021-10-06,4995.85
2021-10-07,4967.16
2021-10-08,5020.21
2021-10-09,5030.133333333333
2021-10-10,5040.056666666666
2021-10-11,5049.98
2021-10-12,4922.14
2021-10-13,5076.35
2021-10-14,5197.11
2021-10-15,5395.95
2021-10-16,5364.536666666667
2021-10-17,5333.123333333333
2021-10-18,5301.71
2021-10-19,5488.36
2021-10-20,5741.76
2021-10-21,5542.94
2021-10-22,5448.98
2021-10-23,5507.663333333333
2021-10-24,5566.346666666666
2021-10-25,5625.03
2021-10-26,5627.89
2021-10-27,5297.42
2021-10-28,5528.42
2021-10-29,5659.2
2021-10-30,5649.673333333333
2021-10-31,5640.1466666666665
2021-11-01,5630.62
2021-11-02,5828.84
2021-11-03,5860.93
2021-11-04,5717.66
2021-11-05,5740.54
2021-11-06,5864.336666666667
2021-11-07,5988.133333333333
2021-11-08,6111.93
2021-11-09,6215.99
2021-11-10,6031.64
2021-11-11,6057.05
2021-11-12,5988.32
2021-11-13,5971.306666666666
2021-11-14,5954.293333333333
2021-11-15,5937.28
2021-11-16,5500.51
2021-11-17,5574.43
2021-11-18,5324.24
2021-11-19,5445.32
2021-11-20,5385.3966666666665
2021-11-21,5325.473333333333
2021-11-22,5265.55
2021-11-23,5518.31
2021-11-24,5415.19
2021-11-25,5616.55
2021-11-26,5195.9
2021-11-27,5294.38
2021-11-28,5392.86
2021-11-29,5491.34
2021-11-30,5538.29
2021-12-01,5493.38
2021-12-02,5518.99
2021-12-03,5172.05
2021-12-04,5034.676666666667
2021-12-05,4897.303333333333
2021-12-06,4759.93
2021-12-07,4901.14
2021-12-08,4986.11
2021-12-09,4668.24
2021-12-10,4671.23
2021-12-11,4582.206666666666
2021-12-12,4493.183333333333
2021-12-13,4404.16
2021-12-14,4523.6
2021-12-15,4740.85
2021-12-16,4666.64
2021-12-17,4477.46
2021-12-18,4518.306666666666
2021-12-19,4559.153333333334
2021-12-20,4600
2021-12-21,4737.4
2021-12-22,4810.25
2021-12-23,5007.34
2021-12-24,5005.46
2021-12-25,5032.843333333333
2021-12-26,5060.2266666666665
2021-12-27,5087.61
2021-12-28,4724.41
2021-12-29,4667.16
2021-12-30,4648.2
2021-12-31,4510.88
2022-01-01,4533.903333333334
2022-01-02,4556.926666666666
2022-01-03,4579.95
2022-01-04,4646.6
2022-01-05,4368.55
2022-01-06,4284.18
2022-01-07,4100.53
2022-01-08,4063.7266666666665
2022-01-09,4026.923333333333
2022-01-10,3990.12
2022-01-11,4145.92
2022-01-12,4308.33
2022-01-13,4200.09
2022-01-14,4239.82
2022-01-15,4204.3966666666665
2022-01-16,4168.973333333333
2022-01-17,4133.55
2022-01-18,4053.58
2022-01-19,4024.72
2022-01-20,4127.75
2022-01-21,3625.83
2022-01-22,3543.3333333333335
2022-01-23,3460.8366666666666
2022-01-24,3378.34
2022-01-25,3346.3
2022-01-26,3380.22
2022-01-27,3207.38
2022-01-28,3391.6
2022-01-29,3426.79
2022-01-30,3461.98
2022-01-31,3497.17
2022-02-01,3539.35
2022-02-02,3472.4
2022-02-03,3338.22
2022-02-04,3722.57
2022-02-05,3836.476666666667
2022-02-06,3950.383333333333
2022-02-07,4064.29
2022-02-08,4030.04
2022-02-09,4126.44
2022-02-10,4010.39
2022-02-11,3805.53
2022-02-12,3790.1400000000003
2022-02-13,3774.75
2022-02-14,3759.36
2022-02-15,3978.38
2022-02-16,3993.03
2022-02-17,3696.64
2022-02-18,3600.35
2022-02-19,3538.213333333333
2022-02-20,3476.076666666667
2022-02-21,3413.94
2022-02-22,3356.58
2022-02-23,3374.53
2022-02-24,3390.6
2022-02-25,3475.15
2022-02-26,3546.79
2022-02-27,3618.4300000000003
2022-02-28,3690.07
2022-03-01,3869.39
2022-03-02,3829.73
2022-03-03,3674.1
2022-03-04,3461.24
2022-03-05,3400.8633333333332
2022-03-06,3340.4866666666667
2022-03-07,3280.11
2022-03-08,3364.12
2022-03-09,3607.82
2022-03-10,3472.78
2022-03-11,3354.36
2022-03-12,3356.9333333333334
2022-03-13,3359.5066666666667
2022-03-14,3362.08
2022-03-15,3460.47
2022-03-16,3565.13
2022-03-17,3603.88
2022-03-18,3716.14
2022-03-19,3704.7366666666667
2022-03-20,3693.333333333333
2022-03-21,3681.93
2022-03-22,3770.36
2022-03-23,3783.2
2022-03-24,3952.65
2022-03-25,3956.07
2022-03-26,4076.42
2022-03-27,4196.77
2022-03-28,4317.12
2022-03-29,4306.41
2022-03-30,4290.66
2022-03-31,4157.11
2022-04-01,4295.47
2022-04-02,4285.873333333334
2022-04-03,4276.276666666667
2022-04-04,4266.68
2022-04-05,4259.1
2022-04-06,3994.05
2022-04-07,3971.47
2022-04-08,3925.7
2022-04-09,3826.7466666666664
2022-04-10,3727.7933333333335
2022-04-11,3628.84
2022-04-12,3584.44
2022-04-13,3740.82
2022-04-14,3628.04
2022-04-15,3678.87
2022-04-16,3679.8933333333334
2022-04-17,3680.9166666666665
2022-04-18,3681.94
2022-04-19,3777.98
2022-04-20,3746.88
2022-04-21,3730.35
2022-04-22,3611.53
2022-04-23,3621.5633333333335
2022-04-24,3631.596666666667
2022-04-25,3641.63
2022-04-26,3448.91
2022-04-27,3487.14
2022-04-28,3579.85
2022-04-29,3418.4
2022-04-30,3413.31
2022-05-01,3408.2200000000003
2022-05-02,3403.13
2022-05-03,3336.51
2022-05-04,3558.93
2022-05-05,3254.46
2022-05-06,3229.67
2022-05-07,3053.706666666667
2022-05-08,2877.7433333333333
2022-05-09,2701.78
2022-05-10,2752.37
2022-05-11,2422.63
2022-05-12,2311.9
2022-05-13,2465.25
2022-05-14,2454.8366666666666
2022-05-15,2444.4233333333336
2022-05-16,2434.01
2022-05-17,2473.47
2022-05-18,2392.63
2022-05-19,2424.63
2022-05-20,2383.91
2022-05-21,2385.7633333333333
2022-05-22,2387.6166666666663
2022-05-23,2389.47
2022-05-24,2390.17
2022-05-25,2395.82
2022-05-26,2314.73
2022-05-27,2253.12
2022-05-28,2311.34
2022-05-29,2369.56
2022-05-30,2427.78
2022-05-31,2485.22
2022-06-01,2354.45
2022-06-02,2367.12
2022-06-03,2294.13
2022-06-04,2339.0866666666666
2022-06-05,2384.0433333333335
2022-06-06,2429
2022-06-07,2403
2022-06-08,2338.02
2022-06-09,2328.77
2022-06-10,2224.79
2022-06-11,2064.6466666666665
2022-06-12,1904.5033333333333
2022-06-13,1744.36
2022-06-14,1694.57
2022-06-15,1671.8
2022-06-16,1600.73
2022-06-17,1584.31
2022-06-18,1585.0633333333333
2022-06-19,1585.8166666666666
2022-06-20,1586.57
2022-06-21,1644.25
2022-06-22,1586.84
2022-06-23,1655.08
2022-06-24,1724.55
2022-06-25,1710.5166666666667
2022-06-26,1696.4833333333333
2022-06-27,1682.45
2022-06-28,1630.95
2022-06-29,1609.4
2022-06-30,1504.09
2022-07-01,1547.22
2022-07-02,1563.0233333333333
2022-07-03,1578.8266666666668
2022-07-04,1594.63
2022-07-05,1629.38
2022-07-06,1633.51
2022-07-07,1746.46
2022-07-08,1736.98
2022-07-09,1702.22
2022-07-10,1667.46
2022-07-11,1632.7
2022-07-12,1535.01
2022-07-13,1560.82
2022-07-14,1659.17
2022-07-15,1716.13
2022-07-16,1750.2933333333333
2022-07-17,1784.4566666666667
2022-07-18,1818.62
2022-07-19,1954.5
2022-07-20,1950.36
2022-07-21,1938.43
2022-07-22,1883.52
2022-07-23,1864.9
2022-07-24,1846.28
2022-07-25,1827.66
2022-07-26,1727.22
2022-07-27,1916.27
2022-07-28,2028.53
2022-07-29,2044.99
2022-07-30,2017.8233333333333
2022-07-31,1990.6566666666668
2022-08-01,1963.49
2022-08-02,1965.86
2022-08-03,2010.91
2022-08-04,1940.81
2022-08-05,2004.52
2022-08-06,2037.44
2022-08-07,2070.36
2022-08-08,2103.28
2022-08-09,2016.83
2022-08-10,2100.51
2022-08-11,2154.44
2022-08-12,2166.46
2022-08-13,2156.3966666666665
2022-08-14,2146.3333333333335
2022-08-15,2136.27
2022-08-16,2127.63
2022-08-17,2071.49
2022-08-18,2076.92
2022-08-19,1890.82
2022-08-20,1871.87
2022-08-21,1852.92
2022-08-22,1833.97
2022-08-23,1893.3
2022-08-24,1915.06
2022-08-25,1919.91
2022-08-26,1805.08
2022-08-27,1792.2033333333334
2022-08-28,1779.3266666666666
2022-08-29,1766.45
2022-08-30,1762.33
2022-08-31,1788.02
2022-09-01,1764.77
2022-09-02,1766.84
2022-09-03,1768.4966666666667
2022-09-04,1770.1533333333332
2022-09-05,1771.81
2022-09-06,1711.48
2022-09-07,1726.43
2022-09-08,1781.98
2022-09-09,1904.18
2022-09-10,1923.2666666666667
2022-09-11,1942.3533333333335
2022-09-12,1961.44
2022-09-13,1802.49
2022-09-14,1782.99
